total_loss,pred_loss,policy_loss,sigreg_loss,avg_norm,variance,learning_rate,epsilon
6.247087478637695,0.9830602407455444,0.046703338623046875,52.6402702331543,18.088516235351562,3.442293882369995,0.0001,0.99975
6.042083740234375,0.5957896709442139,0.7942315340042114,54.46293640136719,15.654215812683105,2.5754518508911133,9.99e-05,0.9995000625
4.514408588409424,0.3310945928096771,4.307562828063965,41.83313751220703,13.285243034362793,1.8526242971420288,9.99e-05,0.999250187484375
4.117712020874023,0.2091028392314911,5.381542682647705,39.086090087890625,11.531566619873047,1.3973276615142822,9.99e-05,0.9990003749375039
3.9563822746276855,0.16544786095619202,393.0481262207031,37.90934371948242,10.537476539611816,1.1682063341140747,9.99e-05,0.9987506248437695
3.4011893272399902,0.1687224954366684,11.345703125,32.324668884277344,9.211048126220703,0.8930414915084839,9.99e-05,0.9985009371875586
2.9690258502960205,0.15550383925437927,4.307806491851807,28.13521957397461,7.93829345703125,0.6630390882492065,9.99e-05,0.9982513119532618
2.5443270206451416,0.19290952384471893,0.2663688361644745,23.514175415039062,6.938989639282227,0.5067899227142334,9.99e-05,0.9980017491252735
2.4051997661590576,0.22237758338451385,12.25119400024414,21.828222274780273,6.381890773773193,0.4284927248954773,9.99e-05,0.9977522486879922
2.728414297103882,0.2494693398475647,7.483484745025635,24.78944969177246,5.986144065856934,0.37706005573272705,9.99e-05,0.9975028106258202
2.237305164337158,0.2953232228755951,7.692458152770996,19.419818878173828,5.16914176940918,0.2811920642852783,9.99e-05,0.9972534349231639
2.176025152206421,0.28965169191360474,16.052772521972656,18.86373519897461,5.324214935302734,0.29819777607917786,9.980010000000001e-05,0.9970041215644331
2.247523546218872,0.2686786353588104,3.998054265975952,19.788450241088867,5.475327491760254,0.31501856446266174,9.980010000000001e-05,0.996754870534042
2.4318747520446777,0.32724541425704956,0.26182353496551514,21.04629135131836,5.095009803771973,0.2719094753265381,9.980010000000001e-05,0.9965056818164085
